ghi_kt_20min,ghi_clear_20min,ghi_20min
0.348686,398.210276,138.84
0.351185,391.7199,137.58
0.337091,384.859722,129.74
0.330398,377.634342,124.74
0.391195,370.048688,144.72
0.381184,362.108032,138.04
0.424053,353.818009,149.98
0.348045,345.184643,120.2
0.35296,336.214368,118.58
0.458896,326.914068,149.92
0.452238,317.291108,143.66
0.443067,307.353382,136.1
0.481296,297.109373,142.92
0.48178,286.56821,138.04
0.483071,275.739757,133.16
0.466824,264.634702,123.52
0.461494,253.264684,116.94
0.362041,241.642428,87.498
0.44144,229.781937,101.3
0.62036,217.698702,134.82
0.637264,205.409989,130.58
0.724017,192.935183,148.88
0.416554,180.296228,75.252
0.338076,167.518192,56.684
0.33958,154.629976,52.242
0.467679,141.665247,66.258
0.470749,128.663626,60.54
0.811188,115.672256,93.384
0.722622,102.747836,74.182
0.967569,89.959288,88.092
1.111864,77.391237,97.66
1.125594,65.149974,98.558
1.04929,53.368189,70.034
0.796494,42.198666,33.524
1.122789,31.849899,28.63
1.2,22.566746,29.692
1.2,14.63131,21.822
1.2,8.33285,17.88
1.2,87.351441,141.9
1.134561,100.106654,120.56
0.704931,113.014033,79.362
0.951872,126.001681,125.8
0.741416,139.010583,102.82
0.69136,151.991777,105.22
1.145035,164.90421,232.06
1.2,177.713074,249.42
1.2,190.388554,247.58
1.197265,202.904842,255.28
1.161354,215.23939,249.98
1.151276,227.372314,261.78
1.139246,239.285934,272.58
1.128694,250.964411,283.28
1.06706,262.393447,279.66
0.923891,273.560065,253.0
0.864612,284.452408,245.76
0.979292,295.059599,289.14
1.11121,305.371607,339.44
1.142412,315.379153,360.3
1.110812,325.073626,360.96
1.182947,334.447007,395.98
1.176138,343.491825,403.98
1.195742,352.201094,430.68
1.2,360.568289,453.0
1.2,368.587298,473.26
1.181587,376.252406,448.88
1.003464,383.558263,384.98
0.872523,390.499869,340.54
1.156851,397.072556,463.62
1.132072,403.271969,475.5
0.740235,409.094062,302.56
0.583213,414.53508,241.78
0.626758,419.591557,263.04
0.876697,424.2603,371.96
1.163706,428.538391,600.16
1.2,432.423175,666.46
1.011554,435.91226,485.86
0.563121,439.003511,247.18
0.479465,441.695045,211.78
0.743557,443.985233,330.18
0.637867,445.87269,284.42
0.655857,447.356283,293.34
0.563358,448.43512,252.64
1.091565,449.108555,535.74
1.2,449.376187,619.08
0.762119,449.237854,342.36
0.57098,448.69364,256.18
0.513826,447.74387,230.06
0.441539,446.389112,197.08
1.167231,444.630178,545.4
1.165803,442.468127,550.6
1.188623,439.904261,531.88
0.957483,436.940131,418.52
1.106358,433.577539,479.7
0.929723,429.818541,399.48
1.131265,425.665445,481.92
1.072219,421.120823,451.54
1.098094,416.187507,457.04
1.055959,410.868603,433.86
1.060707,405.167489,429.76
1.05946,399.087826,422.82
1.059414,392.633569,415.96
1.065588,385.80897,411.1
1.057988,378.618598,400.58
1.094888,371.067344,406.28
0.94547,363.160447,343.44
1.065531,354.903501,378.2
1.09167,346.302489,378.0
1.097494,337.363803,370.28
1.071899,328.094276,351.7
1.088804,318.501221,346.78
1.093277,308.592476,337.38
1.082014,298.376458,322.8
1.063292,287.862224,306.2
0.966723,277.059556,267.98
0.987903,265.979049,262.76
1.045524,254.632233,266.04
0.807475,243.03171,196.44
0.881445,231.191335,203.84
0.862581,219.126427,189.2
0.689499,206.854044,142.76
0.722182,194.393324,140.3
1.137123,181.765908,211.24
1.124925,168.996494,193.92
1.2,156.113526,192.34
1.192694,143.150101,174.26
1.2,130.145124,163.46
1.2,117.144831,150.02
1.2,104.204765,167.48
1.2,91.392365,144.6
1.2,78.790352,141.68
1.2,66.502477,113.8
1.069301,54.658207,76.562
0.81488,43.407121,35.358
1.084765,32.95279,31.722
1.2,23.535462,31.948
1.2,15.434133,26.098
1.2,8.940167,20.746
0.62762,86.319625,54.122
0.585586,99.065426,57.946
0.490935,111.970375,54.85
0.442965,124.961291,55.386
0.475878,137.97816,65.67
0.446044,150.97124,67.296
0.386151,163.898861,63.208
0.348961,176.725727,61.668
0.353416,189.421629,66.91
0.31129,201.960444,62.854
0.302342,214.31936,64.802
0.307495,226.478284,69.636
0.302395,238.419356,72.088
0.313241,250.126588,78.362
0.314963,261.585555,82.4
0.302817,272.783171,82.58
0.292347,283.707485,82.94
0.289732,294.347537,85.28
0.290024,304.693225,88.36
0.276809,314.735204,87.12
0.248807,324.464805,80.7
0.217057,333.873957,72.47
0.188734,342.95514,64.694
0.141598,351.701324,49.766
0.096045,360.105942,34.566
0.077659,368.162845,28.59
0.076439,375.86628,28.728
0.081605,383.210863,31.282
0.084901,390.191562,33.12
0.083321,396.803674,33.07
0.102189,403.042818,41.194
0.123274,408.904916,50.42
0.107764,414.386185,44.64
0.078275,419.483131,32.818
0.059603,424.192533,25.286
0.083564,428.511447,35.822
0.130565,432.437192,56.472
0.193081,435.967349,84.172
0.171746,439.099759,75.396
0.153509,441.832512,67.836
0.146652,444.163953,65.132
0.156427,446.092676,69.784
0.137982,447.617519,61.754
0.123173,448.737567,55.274
0.151218,449.452151,67.968
0.189707,449.760843,85.322
0.11755,449.663458,52.858
0.156909,449.160054,70.476
0.15984,448.250933,71.646
0.190025,446.936638,84.93
0.197033,445.217956,87.716
0.065144,443.095921,28.872
0.056211,440.57181,24.766
0.07601,437.647149,33.256
0.111862,434.323716,48.582
0.097183,430.603538,41.86
0.065289,426.4889,27.85
0.073101,421.982345,30.832
0.100634,417.086679,41.982
0.112693,411.804979,46.372
0.12503,406.140596,50.776
0.152026,400.097161,60.852
0.116579,393.678598,45.902
0.082949,386.889128,32.104
0.042066,379.733286,15.998
0.049468,372.215928,18.39
0.087774,364.342257,31.96
0.109889,356.117827,39.112
0.173607,347.54858,60.3
0.237133,338.640861,80.258
0.318527,329.401456,104.86
0.346998,319.837622,111.0
0.249831,309.957139,77.548
0.170446,299.768356,51.132
0.159547,289.280256,46.166
0.22213,278.502538,61.718
0.248271,267.445698,66.438
0.264486,256.121158,67.756
0.239128,244.541389,58.574
0.129803,232.720096,30.252
0.127461,220.672418,28.148
0.15523,208.415201,32.318
0.125731,195.967325,24.668
0.216872,183.35012,39.614
0.280039,170.587903,47.692
0.317308,157.708647,50.012
0.276032,144.744861,39.966
0.234381,131.734715,30.846
0.233524,118.723513,27.604
0.270035,105.76561,28.648
0.303909,92.926925,28.28
0.385264,80.288225,30.864
0.398897,67.950657,27.032
0.693269,56.040371,37.906
0.632315,44.703659,28.866
0.971725,34.138979,32.276
1.2,24.581703,55.466
1.2,16.307272,23.666
1.2,9.608436,15.5
1.2,85.388665,133.8
1.2,98.128159,145.66
1.2,111.0334,159.06
1.2,124.02999,172.4
1.2,137.056973,185.96
1.2,150.063866,199.38
1.2,163.008418,212.6
1.2,175.854871,225.74
1.2,188.572645,238.4
1.2,201.135317,250.6
1.2,213.519833,262.32
1.2,225.705897,274.08
1.198301,237.675481,285.24
1.189314,249.412456,296.62
1.18078,260.902278,308.06
1.173276,272.131756,319.28
1.163978,283.088852,329.5
1.155441,293.762526,339.42
1.150789,304.142608,350.0
1.144632,314.219692,359.66
1.138338,323.985052,368.8
1.134281,333.430568,378.2
1.13018,342.548673,387.14
1.127714,351.332295,396.2
1.125266,359.774826,404.84
1.121598,367.870079,412.6
1.119456,375.612268,420.48
1.117563,382.995974,428.02
1.114215,390.016132,434.56
1.111461,396.668011,440.88
1.110321,402.947196,447.4
1.107645,408.849584,452.86
1.106016,414.371362,458.3
1.104149,419.509008,463.2
1.10277,424.259276,467.86
1.102003,428.619194,472.34
1.101054,432.586055,476.3
1.099648,436.157416,479.62
1.099081,439.33109,482.86
1.097749,442.105143,485.32
1.096567,444.477897,487.4
1.095671,446.447918,489.16
1.094073,448.014021,490.16
1.092625,449.175268,490.78
1.092923,449.930962,491.74
1.091231,450.280653,491.36
1.090746,450.22413,491.08
1.090979,449.761429,490.68
1.089748,448.892825,489.18
1.090258,447.618837,488.02
1.090954,445.94023,486.5
1.091837,443.858009,484.62
1.092364,441.373428,482.14
1.092938,438.48799,479.24
1.093098,435.203443,475.72
1.092969,431.52179,471.64
1.094646,427.445291,467.9
1.095333,422.97646,463.3
1.09639,418.118078,458.42
1.097677,412.873194,453.2
1.10086,407.245127,448.32
1.102991,401.237481,442.56
1.104511,394.854148,436.12
1.106212,388.099318,429.32
1.107309,380.977491,421.86
1.107438,373.49349,413.62
1.109146,365.652478,405.56
1.112467,357.45997,397.66
1.115214,348.921866,389.12
1.11939,340.044463,380.64
1.122621,330.834498,371.4
1.126494,321.299173,361.94
1.128286,311.446206,351.4
1.13024,301.283879,340.52
1.135561,290.821098,330.24
1.141524,280.067475,319.7
1.147539,269.033409,308.72
1.154806,257.730206,297.62
1.163129,246.170205,286.32
1.172656,234.366955,274.82
1.185376,222.335414,263.54
1.196699,210.092205,251.6
1.2,197.655947,240.36
1.2,185.04765,228.02
1.2,172.291239,215.44
1.2,159.414204,202.88
1.2,146.448454,189.58
1.2,133.431406,176.56
1.2,120.40741,163.04
1.2,107.429609,176.1
1.2,94.562371,167.14
1.2,81.88447,150.76
1.2,69.494392,122.5
1.2,57.514895,107.672
0.805298,46.088916,37.17
1.043292,35.409631,32.99
1.2,25.707281,32.338
1.2,17.253302,25.542
1.2,10.341048,20.402
1.2,84.559175,136.28
1.2,97.295608,148.28
1.2,110.203969,161.48
1.2,123.208722,175.08
1.2,136.248024,189.18
1.2,149.2707,203.14
1.2,162.233955,216.84
1.2,175.101598,230.3
1.2,187.842703,243.12
1.2,200.430568,255.56
1.2,212.841911,267.86
1.2,225.056245,279.78
1.2,237.055388,291.46
1.2,248.823077,302.86
1.2,260.344655,314.46
1.198103,271.606837,325.54
1.189848,282.597499,336.24
1.181456,293.305529,346.52
1.173134,303.72069,356.3
1.167705,313.833519,366.46
1.162922,323.635237,376.36
1.158946,333.117675,386.06
1.152831,342.273223,394.58
1.147621,351.094767,402.92
1.144243,359.575662,411.44
1.141505,367.709685,419.74
1.138357,375.491013,427.44
1.134774,382.914198,434.52
1.130851,389.974142,441.0
1.128256,396.666084,447.54
1.125057,402.985581,453.38
1.122983,408.928501,459.22
1.120077,414.491002,464.26
1.119503,419.669537,469.82
1.117089,424.460833,474.16
1.116071,428.861891,478.64
1.114977,432.86998,482.64
1.114959,436.48263,486.66
1.113721,439.69763,489.7
1.11242,442.513021,492.26
1.110519,444.927099,494.1
1.11116,446.938407,496.62
1.109765,448.545735,497.78
1.108843,449.74812,498.7
1.108924,450.544842,499.62
1.109516,450.935425,500.32
1.108845,450.919636,500.0
1.105444,450.497484,498.0
1.104857,449.669222,496.82
1.105667,448.435343,495.82
1.106365,446.796587,494.32
1.106005,444.753935,491.9
1.104026,442.308618,488.32
1.103893,439.462109,485.12
1.106197,436.216134,482.54
1.106219,432.572671,478.52
1.106141,428.53395,474.02
1.105442,424.102461,468.82
1.106563,419.280957,463.96
1.107778,414.072457,458.7
1.108942,408.480254,452.98
1.11208,402.50792,447.62
1.114559,396.159317,441.54
1.117356,389.438602,435.14
1.12081,382.350241,428.54
1.123133,374.899022,421.06
1.12731,367.090068,413.82
1.131423,358.928857,406.1
1.134181,350.421242,397.44
1.137101,341.573476,388.4
1.140107,332.392242,378.96
1.143701,322.884689,369.28
1.149958,313.058469,360.0
1.154106,302.921797,349.6
1.159535,292.483501,339.14
1.167079,281.753104,328.82
1.17384,270.740904,317.8
1.180401,259.458089,306.26
1.187765,247.916865,294.46
1.196602,236.13062,282.6
1.2,224.114124,270.8
1.2,211.883777,258.58
1.2,199.457928,246.24
1.2,186.857261,234.12
1.2,174.1053,221.12
1.2,161.229043,207.64
1.2,148.259789,194.9
1.2,135.234185,181.78
1.2,122.195614,168.4
1.2,109.195985,175.76
1.2,96.29809,176.4
1.2,83.57868,151.96
1.2,71.133536,127.38
1.2,59.081962,122.36
0.850762,47.563494,40.794
1.012586,36.765872,35.456
1.2,26.913967,34.704
1.2,18.274765,27.26
1.2,11.141397,21.226
1.2,83.831707,162.06
1.2,96.568452,188.7
1.2,109.482861,198.0
1.2,122.498338,207.88
0.963762,135.552218,138.28
0.673611,148.592686,100.02
1.045769,161.576442,172.08
0.711616,174.466893,123.7
0.653299,187.232796,122.58
0.523971,199.847189,104.66
0.896652,212.286578,194.6
1.193354,224.530303,299.98
0.49317,236.560035,116.36
0.778525,248.35939,193.32
0.53476,259.913607,138.228
0.69521,271.209309,189.526
1.12261,282.234296,319.0
1.184061,292.977385,349.16
1.065739,303.42828,323.2
1.127865,313.577461,353.86
1.173825,323.416101,379.74
1.059498,332.935985,352.78
1.121271,342.129461,383.72
1.195341,350.989376,419.56
0.939755,359.509048,337.44
1.073814,367.682219,394.96
1.115001,375.503035,418.68
1.104703,382.966015,423.06
1.094395,390.066031,426.88
1.095448,396.798293,434.68
1.106363,403.158329,446.04
1.099289,409.14198,449.76
1.091327,414.745377,452.62
1.085762,419.964947,455.98
1.083909,424.797389,460.44
1.083682,429.239681,465.16
1.085232,433.289066,470.22
1.088558,436.943047,475.64
1.095681,440.199391,482.32
1.074557,443.056113,476.1
0.987393,445.511484,439.9
1.078591,447.564023,482.74
1.075576,449.212497,483.16
1.082284,450.455918,487.52
1.0653,451.293541,480.76
1.078267,451.724868,487.08
1.073957,451.749639,485.16
1.072119,451.367841,483.92
1.070266,450.579701,482.24
1.072619,449.38569,482.02
1.073325,447.786521,480.62
1.073572,445.783152,478.58
1.076691,443.376788,477.38
1.077065,440.568877,474.52
1.078646,437.361121,471.76
1.073281,433.755469,465.54
1.08379,429.754127,465.76
1.086257,425.359559,462.04
1.091715,420.574487,459.16
1.066389,415.401906,443.0
1.052069,409.845076,431.2
1.039608,403.907542,419.9
1.050783,397.593133,417.72
1.106479,390.905973,432.52
1.123011,383.850496,431.06
1.141962,376.431452,429.86
1.137703,368.653927,419.44
1.096284,360.523356,395.24
1.048476,352.045551,369.2
1.040119,343.226714,357.1
0.969785,334.073479,324.08
0.948522,324.592935,307.88
0.976975,314.792674,307.48
1.006872,304.680838,306.82
1.058073,294.266176,311.26
1.126065,283.558121,319.28
1.151752,272.566867,313.92
1.163143,261.303486,303.92
1.175138,249.780043,293.52
1.190965,238.009765,284.22
1.112218,226.00723,256.02
1.179536,213.788611,256.88
1.118093,201.371982,225.08
1.172936,188.777692,229.0
1.160361,176.028864,209.52
0.877778,163.151993,143.46
0.78579,150.177757,118.06
0.9185,137.142025,125.74
1.047923,124.087199,129.88
1.199457,111.06394,135.44
0.976196,98.133448,96.1
0.813966,85.370427,69.428
0.820415,72.867919,59.864
0.852292,60.741722,51.652
0.925906,49.127951,45.498
1.025996,38.208772,37.75
1.2,28.203471,30.744
1.2,19.374144,27.276
1.2,12.012854,23.626
1.2,83.206741,123.38
1.2,95.947291,134.96
1.2,108.870764,148.74
1.2,121.899592,162.78
1.2,134.970357,176.42
1.2,148.030658,190.06
1.2,161.036731,203.5
1.2,173.951622,216.56
1.2,186.743792,229.44
1.2,199.386044,241.24
1.190757,211.85469,252.24
1.179822,224.128913,264.42
1.165816,236.190249,275.34
1.153633,248.022202,286.12
1.146208,259.609914,297.56
1.140644,270.939928,309.04
1.134344,281.999969,319.88
1.128519,292.778792,330.4
1.123311,303.266044,340.66
1.120879,313.452153,351.34
1.116902,323.328246,361.12
1.112638,332.886066,370.38
1.109153,342.117919,379.46
1.107251,351.016617,388.66
1.102028,359.575442,396.26
1.098949,367.788104,404.18
1.096825,375.648716,412.02
1.094506,383.151768,419.36
1.092568,390.292102,426.42
1.090806,397.064899,433.12
1.088324,403.465662,439.1
1.08579,409.490203,444.62
1.084229,415.134628,450.1
1.084739,420.395336,456.02
1.083035,425.269003,460.58
1.082064,429.75258,465.02
1.081957,433.843286,469.4
1.080774,437.5386,472.88
1.078269,440.836262,475.34
1.077943,443.734266,478.32
1.077022,446.230857,480.6
1.075828,448.324531,482.32
1.075388,450.01403,483.94
1.075564,451.298342,485.4
1.075995,452.176699,486.54
1.075139,452.648577,486.66
1.073924,452.713695,486.18
1.074558,452.372014,486.1
1.073371,451.623737,484.76
1.073947,450.469311,483.78
1.073357,448.909425,481.84
1.074315,446.945013,480.16
1.071534,444.577253,476.38
1.073183,441.80757,474.14
1.073142,438.637639,470.72
1.075002,435.069385,467.7
1.076862,431.104986,464.24
1.078157,426.746879,460.1
1.079771,421.997761,455.66
1.078825,416.860595,449.72
1.077411,411.338615,443.18
1.08092,405.435334,438.24
1.081026,399.154551,431.5
1.078522,392.500357,423.32
1.08345,385.47715,417.64
1.088317,378.089645,411.48
1.081958,370.34289,400.7
1.089244,362.242277,394.56
1.090595,353.793575,385.86
1.089395,345.002937,375.84
1.092086,335.876944,366.8
1.096105,326.422629,357.8
1.097202,316.647517,347.42
1.099972,306.559681,337.2
1.105273,296.167789,327.34
1.11271,285.481181,317.66
1.114149,274.509948,305.84
1.12546,263.26504,296.28
1.131967,251.758381,284.98
1.141298,240.003036,273.9
1.154601,228.013387,263.26
1.165628,215.805375,251.54
1.180649,203.396796,240.12
1.197274,190.807665,228.64
1.2,178.060691,215.8
1.2,165.181863,203.2
1.2,152.201232,189.54
1.2,139.153881,176.76
1.2,126.081223,162.5
1.2,113.032662,156.72
1.2,100.06779,171.86
1.2,87.259256,140.34
1.2,74.697336,121.74
1.2,62.494284,126.54
0.95604,50.782792,53.118
0.900463,39.739336,35.746
1.2,29.57742,34.946
1.2,20.553837,26.626
1.2,12.958728,21.978
1.2,7.075764,18.244
0.887278,82.68469,73.334
0.993219,95.432642,96.22
0.814883,108.368273,88.32
0.784726,121.413136,95.16
0.696081,134.503133,93.62
0.661745,147.585332,97.48
0.580363,160.615557,93.18
0.561012,173.556522,97.4
0.675377,186.376428,126.12
0.887294,199.047864,176.16
0.617507,211.546969,130.54
0.68235,223.85278,152.94
0.817291,235.946715,192.94
0.84888,247.812176,209.74
0.55827,259.434219,144.76
0.504584,270.799309,136.62
0.494492,281.895107,139.36
0.417481,292.71031,122.14
0.364951,303.23451,110.62
0.319855,313.458091,100.24
0.300962,323.372134,97.32
0.285378,332.968343,95.0
0.264828,342.238988,90.62
0.251318,351.176844,88.26
0.247657,359.775162,89.1
0.25132,368.027618,92.5
0.256485,375.928298,96.42
0.253238,383.47166,97.1
0.249874,390.652519,97.62
0.263167,397.46603,104.6
0.258557,403.907667,104.44
0.263594,409.973217,108.06
0.260472,415.658761,108.28
0.261782,420.960672,110.2
0.244078,425.875601,103.94
0.234112,430.400475,100.76
0.255278,434.532487,110.94
0.286234,438.269094,125.44
0.261389,441.608011,115.44
0.288902,444.547207,128.44
0.32599,447.084905,145.74
0.309111,449.219576,138.86
0.346902,450.949938,156.44
0.409119,452.274957,185.04
0.396391,453.19384,179.64
0.388886,453.706039,176.44
0.398051,453.811251,180.64
0.402328,453.509411,182.46
0.365053,452.8007,165.3
0.321417,451.685539,145.18
0.38056,450.164595,171.3
0.399149,448.238775,178.92
0.354001,445.909234,157.86
0.342213,443.177372,151.66
0.345022,440.044838,151.82
0.367966,436.513531,160.62
0.361811,432.585604,156.52
0.348445,428.263466,149.22
0.368377,423.549787,156.02
0.339509,418.447503,142.1
0.30738,412.959817,126.94
0.281055,407.090213,114.44
0.242222,400.842457,97.1
0.237185,394.220609,93.5
0.234206,387.229032,90.7
0.253616,379.872403,96.32
0.253557,372.155733,94.36
0.279207,364.084372,101.64
0.291156,355.664043,103.56
0.273606,346.900852,94.92
0.28143,337.801326,95.06
0.30191,328.37244,99.12
0.284216,318.621654,90.58
0.270967,308.556968,83.6
0.320366,298.186969,95.52
0.295065,287.520905,84.84
0.287561,276.56876,79.57
0.240597,265.341361,63.88
0.232067,253.850493,58.898
0.246698,242.109052,59.734
0.259941,230.131223,59.772
0.293061,217.932715,63.844
0.300116,205.531042,61.71
0.252274,192.945878,48.728
0.229095,180.199518,41.292
0.209358,167.317443,35.036
0.243556,154.329069,37.548
0.249477,141.268691,35.248
0.229701,128.176724,29.47
0.234783,115.101312,27.008
0.227666,102.100437,23.232
0.239723,89.244681,21.39
0.237788,76.621544,18.236
0.253957,64.339708,16.282
0.280023,52.528461,14.708
0.269528,41.358489,11.152
1.0141,31.037348,8.964
1.2,21.816136,7.38
1.2,13.982231,4.942
1.2,7.825283,3.56
0.326848,82.265913,26.842
0.296226,95.024957,28.132
0.283197,107.975905,30.562
0.256728,121.039532,31.048
0.251908,134.151137,33.806
0.601508,147.257321,94.9
1.2,160.31354,226.56
1.2,173.282218,243.98
1.2,186.131324,264.2
1.2,198.833259,291.74
1.2,211.364008,318.12
1.2,223.702482,332.64
1.2,235.829991,326.92
1.128054,247.729847,283.7
0.905375,259.387028,234.96
0.97991,270.787933,265.44
1.033691,281.920161,291.5
1.152852,292.772358,337.56
1.170916,303.334068,355.16
1.145193,313.595631,359.16
1.149892,323.548089,372.04
1.144189,333.183108,381.22
1.140401,342.492924,390.58
1.137345,351.470279,399.74
1.132001,360.108392,407.64
1.13078,368.400911,416.58
1.126062,376.341891,423.78
1.120119,383.925765,430.04
1.116008,391.147319,436.52
1.115482,398.001682,443.96
1.112081,404.484304,449.82
1.108941,410.590944,455.32
1.109535,416.317659,461.92
1.112123,421.660798,468.94
1.110827,426.616988,473.9
1.112985,431.18313,479.9
1.111044,435.356396,483.7
1.109912,439.134217,487.4
1.109659,442.514285,491.04
1.110675,445.494546,494.8
1.106339,448.073199,495.72
1.107121,450.248691,498.48
1.107872,452.019718,500.78
1.105153,453.385221,501.06
1.10524,454.344384,502.16
1.106009,454.896638,503.12
1.106888,455.041652,503.68
1.109417,454.779342,504.54
1.110612,454.109862,504.34
1.113076,453.033611,504.26
1.11602,451.55123,503.94
1.120662,449.663603,503.92
1.123359,447.371861,502.56
1.119821,444.677379,497.96
1.12147,441.58178,495.22
1.121467,438.086938,491.3
1.118899,434.194979,485.82
1.116701,429.908287,480.08
1.117282,425.229503,475.1
1.120669,420.161535,470.86
1.123113,414.707558,465.76
1.120876,408.871025,458.3
1.121012,402.655671,451.38
1.126387,396.065523,446.12
1.126482,389.104909,438.32
1.128562,381.77847,430.86
1.128188,374.091177,422.04
1.132323,366.048339,414.48
1.135514,357.655634,406.12
1.14188,348.919119,398.42
1.14546,339.845267,389.28
1.15377,330.440994,381.24
1.161979,320.713697,372.66
1.166246,310.6713,362.32
1.1707,300.322309,351.58
1.178791,289.675878,341.46
1.18448,278.741884,330.16
1.192664,267.531033,319.08
1.197877,256.054963,306.96
1.2,244.326404,299.28
1.2,232.359344,287.48
1.2,220.169254,275.16
1.2,207.773366,262.26
1.2,195.191012,249.8
1.2,182.44407,237.38
1.2,169.557508,222.66
1.2,156.560108,209.28
1.2,143.485372,198.02
1.2,130.372721,185.7
1.2,117.269033,172.08
1.2,104.230681,192.66
1.2,91.326185,169.26
1.2,78.640259,136.66
1.2,66.277999,147.38
1.16983,54.365329,91.452
1.026971,43.067066,44.104
1.108864,32.584675,39.11
1.2,23.163204,31.908
1.2,15.086453,25.588
1.2,8.648432,24.704
1.2,81.950733,137.54
1.2,94.724631,149.48
1.2,107.694109,162.94
1.2,120.779266,176.82
1.2,133.914879,190.7
1.2,147.047145,204.92
1.2,160.131204,218.72
1.2,173.12923,231.88
1.2,186.008991,244.62
1.2,198.742726,257.76
1.2,211.306289,269.82
1.2,223.678479,279.38
1.2,235.840514,291.8
1.2,247.775627,303.24
1.2,259.468729,316.4
1.198541,270.906157,326.38
1.196924,282.075461,337.9
1.193468,292.965235,349.64
1.187049,303.564985,360.34
1.183255,313.865008,371.38
1.177212,323.856311,381.24
1.171297,333.530527,390.66
1.167366,342.879857,400.26
1.162679,351.897016,409.14
1.156993,360.575192,417.18
1.153407,368.908005,425.5
1.148355,376.889484,432.8
1.14488,384.514033,440.22
1.140298,391.776415,446.74
1.139188,398.671733,454.16
1.135799,405.195411,460.22
1.134184,411.343185,466.54
1.133897,417.111087,472.96
1.131043,422.495442,477.86
1.127884,427.492854,482.16
1.123308,432.100201,485.38
1.121164,436.31463,489.18
1.118617,440.133549,492.34
1.116077,443.554627,495.04
1.114078,446.575788,497.52
1.111767,449.195207,499.4
1.110384,451.411308,501.24
1.108418,453.222764,502.36
1.107894,454.628492,503.68
1.10981,455.627656,505.66
1.110737,456.21966,506.74
1.110945,456.404152,507.04
1.111094,456.181023,506.86
1.111798,455.550405,506.48
1.109408,454.512674,504.24
1.108662,453.068445,502.3
1.106159,451.21858,499.12
1.1049,448.964184,496.06
1.107939,446.306608,494.48
1.107148,443.247451,490.74
1.10967,439.78856,488.02
1.109348,435.932037,483.6
1.111701,431.680237,479.9
1.112457,427.035775,475.06
1.113313,422.001531,469.82
1.119022,416.58065,466.16
1.124556,410.776557,461.94
1.128143,404.592954,456.44
1.133329,398.033835,451.1
1.112208,391.103494,435.02
1.111973,383.806536,426.76
1.146855,376.147891,431.38
1.148111,368.132828,422.66
1.142622,359.766979,411.08
1.141646,351.056351,400.78
1.145771,342.007366,391.86
1.151994,332.626878,383.18
1.163654,322.92222,375.76
1.168127,312.901241,365.54
1.198295,302.572366,363.7
1.2,291.944654,356.98
1.2,281.027874,347.08
1.2,269.832608,330.74
1.2,258.370351,315.48
1.2,246.653663,300.62
1.2,234.696333,286.9
1.2,222.513595,271.6
1.2,210.122397,257.88
1.2,197.541728,244.78
1.2,184.793048,231.98
1.2,171.900812,219.44
1.2,158.893167,206.82
1.2,145.802824,195.06
1.2,132.668208,185.64
1.2,119.534939,173.32
1.2,106.457784,184.74
1.2,93.503208,168.64
1.2,80.753145,134.18
1.2,68.309099,140.38
1.16827,56.293688,100.772
0.919835,44.8658,41.2
1.02954,34.220697,32.798
1.2,24.597054,27.586
1.2,16.274323,22.5
1.2,9.549271,24.74
1.2,81.739453,114.72
1.2,94.532027,126.38
1.2,107.523288,139.0
1.2,120.632765,152.58
1.2,133.794799,165.9
1.2,146.955249,178.74
1.199448,160.068991,193.0
1.192001,173.097991,206.32
1.179905,186.009848,219.46
1.162703,198.776669,231.1
1.145396,211.374194,242.1
1.135619,223.781131,254.12
1.123776,235.97862,265.18
1.119838,247.949826,277.66
1.122147,259.679602,291.4
1.108155,271.154234,300.46
1.096046,282.361226,309.48
1.097089,293.289131,321.76
1.096078,303.927416,333.12
1.086288,314.266345,341.38
1.078464,324.29689,349.74
1.074714,334.010654,358.96
1.074441,343.399809,368.96
1.073662,352.457042,378.42
1.079308,361.175513,389.82
1.070182,369.548816,395.48
1.067621,377.570955,403.1
1.068227,385.236309,411.52
1.071278,392.539616,420.52
1.071759,399.475954,428.14
1.064491,406.040724,432.22
1.060235,412.229638,437.06
1.052821,418.038706,440.12
1.057277,423.46423,447.72
1.05488,428.502788,452.02
1.061002,433.151238,459.58
1.063455,437.406703,465.16
1.053652,441.266568,464.94
1.059203,444.728481,471.06
1.066659,447.790341,477.64
1.06329,450.450301,478.96
1.066386,452.706764,482.76
1.071102,454.558378,486.88
1.075298,456.004039,490.34
1.071803,457.042887,489.86
1.072466,457.674304,490.84
1.071374,457.897914,490.58
1.059484,457.713587,484.94
1.061469,457.12143,485.22
1.071426,456.121795,488.7
1.064271,454.715276,483.94
1.064862,452.902709,482.28
1.063713,450.685176,479.4
1.060744,448.064003,475.28
1.064178,445.040764,473.6
1.067802,441.617282,471.56
1.068445,437.795631,467.76
1.063229,433.578143,461.0
1.057285,428.967403,453.54
1.062407,423.966264,450.42
1.073739,418.577843,449.44
1.073818,412.805533,443.28
1.069613,406.653006,434.96
1.07067,400.124224,428.4
1.071807,393.223445,421.46
1.081473,385.955238,417.4
1.083659,378.324494,409.98
1.088437,370.33644,403.08
1.090599,361.996662,394.8
1.086113,353.31112,383.74
1.086734,344.28618,374.14
1.094564,334.928638,366.6
1.094494,325.245759,355.98
1.104378,315.245321,348.14
1.108692,304.935663,338.08
1.113455,294.325752,327.72
1.111977,283.425249,315.16
1.114603,272.244611,303.44
